Time,DeviceAddress,GatewayNode,FrequencyHz,SF,BW,RSSI,SNR,Distance
70506.4,6c00078b,203,868100000,11,125000,-133.119,-16.0883,5104.54
70524.9,6c00079e,202,868100000,10,125000,-131.168,-14.137,4529.62
70527.4,6c0007aa,200,868300000,9,125000,-127.708,-10.6773,3664.78
70539.3,6c0007f8,201,868100000,7,125000,-118.815,-1.78434,2125.85
70547.4,6c000805,201,868300000,10,125000,-131.479,-14.4479,4616.67
70556.8,6c000779,200,868500000,7,125000,-119.602,-2.57154,2230.84
70597.6,6c0007d6,200,868300000,8,125000,-125.684,-8.65331,3237.56
70606.1,6c000766,201,868300000,9,125000,-127.578,-10.5469,3635.63
70632.3,6c00077f,202,868100000,9,125000,-129.148,-12.1172,4002.6
70687.3,6c00077b,200,868100000,11,125000,-133.402,-16.3715,5193.85
70697.8,6c00080c,201,868300000,9,125000,-127.312,-10.2813,3576.97
70706.5,6c0007ef,203,868500000,8,125000,-126.233,-9.2023,3348.26
70706.5,6c0007ef,201,868500000,8,125000,-126.58,-9.54938,3420.19
70737.5,6c0007bf,201,868300000,12,125000,-135.754,-18.7236,5998.52
70808.1,6c0007a1,202,868100000,7,125000,-117.031,-9.72909e-05,1905.81
70816.6,6c00080f,202,868300000,8,125000,-126.624,-9.59307,3429.35
70824.1,6c0007fa,203,868300000,12,125000,-135.292,-18.2612,5831.07
70853.5,6c0007c5,200,868300000,11,125000,-134.214,-17.1827,5458.37
70871.5,6c0007f9,200,868300000,7,125000,-110.473,6.55828,1275.42
70871.5,6c0007f9,203,868300000,7,125000,-121.421,-4.39002,2493.64
70874.9,6c0007e6,202,868300000,12,125000,-136.806,-19.7756,6397.7
70933.5,6c00075c,202,868300000,7,125000,-120.993,-3.96204,2429.13
70937.5,6c000782,200,868100000,12,125000,-135.654,-18.6231,5961.75
70942.4,6c0007ce,203,868300000,7,125000,-117.555,-0.524472,1968
70962.1,6c0007ba,202,868500000,9,125000,-128.362,-11.3307,3814.38
71017.9,6c00078e,200,868300000,7,125000,-93.5148,23.5161,451.492
71072.6,6c0007d4,203,868500000,7,125000,-121.706,-4.67506,2537.55
71089.3,6c000783,201,868500000,7,125000,-120.187,-3.15648,2312.2
71091.9,6c0007b2,202,868500000,11,125000,-133.826,-16.7948,5330.25
71120.8,6c0007ae,201,868100000,10,125000,-131.976,-14.9447,4759.3
71136.8,6c0007a2,203,868500000,7,125000,-111.356,5.67519,1346.3
71154.1,6c0007a6,201,868300000,10,125000,-130.543,-13.5119,4359.5
71160.3,6c0007b4,201,868100000,7,125000,-113.761,3.27038,1559.91
71167.7,6c000767,202,868300000,10,125000,-130.841,-13.81,4439.8
71170.5,6c0007cb,202,868300000,7,125000,-120.558,-3.52725,2365.3
71183.9,6c00076d,201,868100000,7,125000,-96.9262,20.1047,556.389
71189.3,6c0007f5,203,868300000,11,125000,-133.819,-16.7883,5328.14
71207.4,6c0007c7,202,868300000,7,125000,-123.122,-6.09126,2767.44
71246.1,6c00079b,202,868300000,9,125000,-128.844,-11.813,3928.75
71261.4,6c0007f4,201,868300000,8,125000,-126.546,-9.51491,3412.98
71329,6c000801,203,868300000,8,125000,-125.371,-8.34016,3176.07
71375.1,6c000765,202,868100000,7,125000,-115.314,1.71659,1715.63
71379.8,6c00074d,200,868100000,12,125000,-135.209,-18.1786,5801.63
71382.9,6c000771,202,868500000,9,125000,-128.59,-11.5593,3868.16
71386.9,6c000787,203,868300000,10,125000,-131.891,-14.8603,4734.74
71405.5,6c00077d,202,868300000,7,125000,-107.467,9.5638,1061.01
71413.3,6c0007d3,201,868300000,7,125000,-118.293,-1.26191,2058.92
71432.7,6c0007d5,202,868100000,8,125000,-125.639,-8.60835,3228.66
71439.1,6c000759,203,868500000,7,125000,-117.282,-0.251067,1935.33
71450.4,6c000791,200,868300000,7,125000,-116.386,0.645147,1831.97
71450.4,6c000791,203,868300000,7,125000,-123.122,-6.09146,2767.48
71452.7,6c0007b1,202,868100000,12,125000,-136.372,4.86883,6229.68
71452.7,6c0007b1,201,868100000,12,125000,-136.571,8.079,6306.19
71453.1,6c0007e3,202,868100000,11,125000,-133.928,0.504989,5363.81
71453.1,6c0007e3,201,868100000,11,125000,-133.974,2.25612,5378.99
71453.9,6c000806,202,868100000,12,125000,-136.731,4.15123,6368.08
71453.9,6c000806,201,868100000,12,125000,-140.14,0.941116,7846.68
71486.1,6c000774,200,868300000,11,125000,-133.601,-16.57,5257.38
71498.2,6c000754,203,868300000,7,125000,-112.307,4.72376,1427.07
71515.2,6c0007b9,203,868100000,7,125000,-106.729,10.3019,1014.12
71515.2,6c0007b9,200,868100000,7,125000,-123.393,-6.36179,2813.67
71521.6,6c000752,202,868100000,12,125000,-142.097,10.1884,8845.84
71521.8,6c0007af,202,868100000,11,125000,-133.613,8.05844,5261.21
71523.2,6c000793,203,868100000,12,125000,-135.662,22.8201,5964.57
71523.2,6c000793,201,868100000,12,125000,-136.155,19.9508,6147.63
71523.2,6c000793,200,868100000,12,125000,-139.167,20.321,7392.65
71532.8,6c0007eb,202,868500000,12,125000,-136.089,-19.0577,6122.53
71534.8,6c0007e9,203,868300000,7,125000,-109.774,7.25678,1222.02
71534.8,6c0007e9,200,868300000,7,125000,-120.439,-3.408,2348.09
71552.2,6c0007e0,203,868300000,11,125000,-133.507,-16.4761,5227.23
71561.4,6c0007b0,202,868500000,7,125000,-119.228,-2.19746,2180.32
71626.5,6c000808,201,868300000,7,125000,-115.299,1.7315,1714.06
71648.2,6c00079f,203,868500000,12,125000,-135.273,-18.2424,5824.34
71714.6,6c000789,202,868500000,10,125000,-131.967,-14.936,4756.75
71715.3,6c00074b,200,868300000,11,125000,-134.396,-17.3652,5519.72
71732.8,6c0007e5,203,868300000,8,125000,-125.521,-8.48973,3205.29
71735.1,6c0007cd,202,868500000,9,125000,-128.512,-11.4809,3849.63
71771.4,6c000776,203,868500000,7,125000,-120.714,-3.68316,2388
71782.1,6c00076b,201,868100000,11,125000,-133.959,-16.9278,5373.83
71782.1,6c00076b,202,868100000,11,125000,-134.415,-17.3838,5526.02
71787.7,6c0007ed,202,868500000,7,125000,-120.545,-3.51454,2363.46
71819.2,6c000769,200,868500000,7,125000,-117.294,-0.262679,1936.7
71824,6c0007e4,203,868100000,9,125000,-129.454,-12.4231,4078.3
71873.2,6c000797,202,868300000,12,125000,-135.685,-18.6538,5972.95
71897.9,6c0007fb,201,868300000,12,125000,-135.023,-17.9918,5735.64
71910.2,6c000785,201,868300000,10,125000,-131.239,-14.2077,4549.26
71923.9,6c0007dd,203,868300000,7,125000,-123.865,-6.83384,2896.2
71952.8,6c0007f3,202,868300000,9,125000,-127.234,-10.2031,3559.88
71962.8,6c0007c4,200,868500000,7,125000,-123.009,-5.97858,2748.41
71963.4,6c0007f0,201,868100000,10,125000,-130.019,-12.9885,4221.97
71972.7,6c00074c,203,868100000,10,125000,-130.555,-13.5241,4362.74
71973.7,6c00078a,200,868100000,9,125000,-128.926,-11.895,3948.52
71999.4,6c00076e,200,868300000,7,125000,-98.3095,18.7214,605.575
72076.6,6c000755,200,868100000,11,125000,-133.47,-16.4395,5215.52
72084.4,6c0007a0,201,868100000,7,125000,-117.821,-0.789923,2000.26
72091.3,6c000777,202,868300000,12,125000,-136.903,-19.872,6435.57
72106.9,6c00076c,203,868300000,7,125000,-120.581,-3.55055,2368.68
72119.5,6c0007db,203,868100000,7,125000,-122.549,-5.51834,2672.03
72145.9,6c00078d,203,868300000,11,125000,-133.362,-16.3309,5180.94
72145.9,6c00078d,200,868300000,11,125000,-133.551,-16.5199,5241.25
72152.6,6c00075d,201,868500000,9,125000,-127.949,-10.9183,3719.26
72158.9,6c000764,201,868300000,9,125000,-127.099,-10.0682,3530.6
72187.6,6c0007c6,202,868100000,12,125000,-135.568,-18.5368,5930.3
72207.3,6c00075f,201,868500000,7,125000,-101.43,15.6012,733.081
72216.1,6c000770,201,868500000,8,125000,-124.44,-7.40915,3000.05
72217.8,6c000756,200,868100000,11,125000,-134.301,-17.2698,5487.57
72252.1,6c0007cc,201,868500000,7,125000,-117.05,-0.018933,1908.01
72261.6,6c000750,203,868500000,9,125000,-127.096,-10.0651,3529.93
72293,6c00074a,201,868100000,8,125000,-126.04,-9.00956,3308.97
72302.9,6c000748,203,868300000,7,125000,-121.324,-4.29337,2478.92
72312,6c000758,200,868300000,7,125000,-83.7435,33.2874,248.184
72319.2,6c000802,201,868300000,7,125000,-122.369,-5.33776,2642.64
72320.9,6c00079a,203,868500000,12,125000,-135.014,-17.9832,5732.62
72328.2,6c000800,203,868500000,7,125000,-117.713,-0.68224,1987.11
72336,6c000788,202,868300000,10,125000,-131.495,-14.464,4621.25
72344.2,6c000757,203,868500000,10,125000,-131.91,-14.8788,4740.12
72349.9,6c0007d9,202,868100000,10,125000,-130.294,-13.2636,4293.7
72361.9,6c0007bc,203,868500000,7,125000,-114.688,2.34295,1651.07
72370.1,6c0007b6,203,868500000,7,125000,-123.634,-6.60336,2855.61
72387.1,6c00076a,202,868500000,8,125000,-124.917,-7.88565,3088.89
72408.1,6c0007d0,200,868500000,9,125000,-128.772,-11.7416,3911.59
72435.3,6c0007c8,202,868500000,7,125000,-100.328,16.7027,685.263
72447.3,6c0007bb,201,868100000,10,125000,-130.479,-13.4476,4342.37
72456,6c0007f1,203,868100000,9,125000,-128.572,-11.5415,3863.95
72474.1,6c000792,203,868500000,10,125000,-131.818,-14.7871,4713.57
72477,6c000804,202,868300000,7,125000,-120.066,-3.03503,2295.07
72485,6c000798,200,868500000,7,125000,-122.674,-5.6426,2692.44
72508.8,6c00074e,200,868300000,12,125000,-135.509,-18.4776,5908.86
72508.8,6c00074e,203,868300000,12,125000,-136.792,-19.7616,6392.2
72534,6c0007df,200,868300000,10,125000,-130.684,-13.6531,4397.36
72539.9,6c0007bd,202,868300000,9,125000,-128.504,-11.4727,3847.72
72548.3,6c00077e,203,868100000,7,125000,-123.145,-6.11422,2771.34
72594.9,6c0007ff,201,868300000,12,125000,-136.228,-19.1974,6175.13
72612.7,6c00076f,201,868500000,9,125000,-127.244,-10.2134,3562.14
72614,6c0007c1,200,868300000,7,125000,-112.561,4.46942,1449.47
72614,6c0007c1,203,868300000,7,125000,-119.904,-2.87357,2272.49
72622.7,6c0007ac,202,868500000,7,125000,-116.417,0.61352,1835.52
72644.1,6c0007a9,200,868100000,8,125000,-126.565,-9.53429,3417.03
72669,6c0007ea,201,868100000,9,125000,-128.452,-11.4211,3835.57
72728.7,6c000799,200,868100000,10,125000,-131.206,-14.1751,4540.2
72733,6c0007f6,201,868500000,11,125000,-134.489,-17.4577,5551.08
72758.9,6c0007c3,201,868100000,8,125000,-125.037,-8.00621,3111.78
72771.9,6c00080b,200,868300000,9,125000,-127.231,-10.1999,3559.18
72771.9,6c0007d8,201,868500000,7,125000,-123.967,-6.93593,2914.36
72785.8,6c0007e7,203,868500000,7,125000,-117.044,-0.0134695,1907.37
72785.8,6c0007e7,200,868500000,7,125000,-119.334,-2.30343,2194.51
72799.9,6c0007fd,201,868500000,7,125000,-118.27,-1.23871,2055.99
72808.5,6c000780,201,868500000,7,125000,-120.074,-3.04277,2296.16
72818.8,6c000803,203,868300000,7,125000,-121.984,-4.95358,2581.2
72825.6,6c0007c0,202,868100000,7,125000,-104.162,12.8687,866.61
72825.7,6c000809,203,868300000,9,125000,-129.309,-12.278,4042.22
72826.3,6c0007dc,200,868100000,8,125000,-126.157,-9.12615,3332.68
72864.9,6c000796,200,868100000,10,125000,-131.359,-14.3277,4582.83
72872.7,6c0007b7,201,868300000,8,125000,-125.683,-8.65203,3237.31
72885.5,6c000790,202,868100000,7,125000,-118.753,-1.72222,2117.78
72889.4,6c0007b3,201,868300000,9,125000,-127.655,-10.624,3652.84
72906.4,6c00078b,203,868500000,11,125000,-133.119,-16.0883,5104.54
72924.9,6c00079e,202,868300000,10,125000,-131.168,-14.137,4529.62
72927.4,6c0007aa,200,868300000,9,125000,-127.708,-10.6773,3664.78
72939.3,6c0007f8,201,868100000,7,125000,-118.815,-1.78434,2125.85
72947.4,6c000805,201,868500000,10,125000,-131.479,-14.4479,4616.67
72956.8,6c000779,200,868300000,7,125000,-119.602,-2.57154,2230.84
72997.6,6c0007d6,200,868100000,8,125000,-125.684,-8.65331,3237.56
73006.1,6c000766,201,868300000,9,125000,-127.578,-10.5469,3635.63
73032.3,6c00077f,202,868500000,9,125000,-129.148,-12.1172,4002.6
73087.3,6c00077b,200,868500000,11,125000,-133.402,-16.3715,5193.85
73097.8,6c00080c,201,868500000,9,125000,-127.312,-10.2813,3576.97
73106.5,6c0007ef,203,868500000,8,125000,-126.233,-9.2023,3348.26
73106.5,6c0007ef,201,868500000,8,125000,-126.58,-9.54938,3420.19
73137.5,6c0007bf,201,868100000,12,125000,-135.754,-18.7236,5998.52
73208.1,6c0007a1,202,868500000,7,125000,-117.031,-9.72909e-05,1905.81
73216.6,6c00080f,202,868300000,8,125000,-126.624,-9.59307,3429.35
73224.1,6c0007fa,203,868100000,12,125000,-135.292,-18.2612,5831.07
73253.5,6c0007c5,200,868300000,11,125000,-134.214,-17.1827,5458.37
73271.5,6c0007f9,200,868500000,7,125000,-110.473,6.55828,1275.42
73271.5,6c0007f9,203,868500000,7,125000,-121.421,-4.39002,2493.64
73274.9,6c0007e6,202,868500000,12,125000,-136.806,-19.7756,6397.7
73333.5,6c00075c,202,868100000,7,125000,-120.993,-3.96204,2429.13
73337.5,6c000782,200,868500000,12,125000,-135.654,-18.6231,5961.75
73342.4,6c0007ce,203,868100000,7,125000,-117.555,-0.524472,1968
73362.1,6c0007ba,202,868100000,9,125000,-128.362,-11.3307,3814.38
73417.9,6c00078e,200,868500000,7,125000,-93.5148,23.5161,451.492
73472.6,6c0007d4,203,868500000,7,125000,-121.706,-4.67506,2537.55
73489.3,6c000783,201,868500000,7,125000,-120.187,-3.15648,2312.2
73491.9,6c0007b2,202,868300000,11,125000,-133.826,-16.7948,5330.25
73520.8,6c0007ae,201,868300000,10,125000,-131.976,-14.9447,4759.3
73536.8,6c0007a2,203,868100000,7,125000,-111.356,30.1313,1346.3
73554.1,6c0007a6,201,868300000,10,125000,-130.543,-13.5119,4359.5
73560.3,6c0007b4,201,868300000,7,125000,-113.761,3.27038,1559.91
73567.7,6c000767,202,868500000,10,125000,-130.841,-13.81,4439.8
73570.5,6c0007cb,202,868100000,7,125000,-120.558,-3.52725,2365.3
73583.9,6c00076d,201,868100000,7,125000,-96.9262,53.3862,556.389
73589.3,6c0007f5,203,868300000,11,125000,-133.819,-16.7883,5328.14
73607.4,6c0007c7,202,868300000,7,125000,-123.122,-6.09126,2767.44
73646.1,6c00079b,202,868300000,9,125000,-128.844,-11.813,3928.75
73661.4,6c0007f4,201,868100000,8,125000,-126.546,-9.51491,3412.98
73729,6c000801,203,868100000,8,125000,-125.371,-8.34016,3176.07
73775.1,6c000765,202,868500000,7,125000,-115.314,1.71659,1715.63
73779.8,6c00074d,200,868300000,12,125000,-135.209,-18.1786,5801.63
73782.9,6c000771,202,868300000,9,125000,-128.59,-11.5593,3868.16
73786.9,6c000787,203,868300000,10,125000,-131.891,-14.8603,4734.74
73805.5,6c00077d,202,868100000,7,125000,-107.467,9.5638,1061.01
73813.3,6c0007d3,201,868500000,7,125000,-118.293,-1.26191,2058.92
73832.7,6c0007d5,202,868500000,8,125000,-125.639,-8.60835,3228.66
73839.1,6c000759,203,868300000,7,125000,-117.282,-0.251067,1935.33
73850.4,6c000791,200,868300000,7,125000,-116.386,0.645147,1831.97
73850.4,6c000791,203,868300000,7,125000,-123.122,-6.09146,2767.48
73852.7,6c0007b1,202,868300000,12,125000,-136.372,-19.341,6229.68
73852.7,6c0007b1,201,868300000,12,125000,-136.571,-19.5403,6306.19
73853.1,6c0007e3,202,868500000,11,125000,-133.928,-16.8973,5363.81
73853.1,6c0007e3,201,868500000,11,125000,-133.974,-16.9434,5378.99
73853.9,6c000806,202,868100000,12,125000,-136.731,-19.6998,6368.08
73886.1,6c000774,200,868300000,11,125000,-133.601,-16.57,5257.38
73898.2,6c000754,203,868100000,7,125000,-112.307,4.72376,1427.07
73915.2,6c0007b9,203,868100000,7,125000,-106.729,10.3019,1014.12
73915.2,6c0007b9,200,868100000,7,125000,-123.393,-6.36179,2813.67
73921.6,6c000752,202,868300000,12,125000,-142.097,10.1884,8845.84
73921.8,6c0007af,202,868500000,11,125000,-133.613,-16.5819,5261.21
73923.2,6c000793,203,868300000,12,125000,-135.662,22.8201,5964.57
73923.2,6c000793,201,868300000,12,125000,-136.155,19.9508,6147.63
73923.2,6c000793,200,868300000,12,125000,-139.167,20.321,7392.65
73932.8,6c0007eb,202,868100000,12,125000,-136.089,-19.0577,6122.53
73934.8,6c0007e9,203,868100000,7,125000,-109.774,7.25678,1222.02
73934.8,6c0007e9,200,868100000,7,125000,-120.439,-3.408,2348.09
73952.2,6c0007e0,203,868500000,11,125000,-133.507,-16.4761,5227.23
73961.4,6c0007b0,202,868500000,7,125000,-119.228,-2.19746,2180.32
74026.5,6c000808,201,868500000,7,125000,-115.299,1.7315,1714.06
74048.2,6c00079f,203,868500000,12,125000,-135.273,-18.2424,5824.34
74114.6,6c000789,202,868300000,10,125000,-131.967,-14.936,4756.75
74115.3,6c00074b,200,868500000,11,125000,-134.396,-17.3652,5519.72
74132.8,6c0007e5,203,868500000,8,125000,-125.521,-8.48973,3205.29
74135.1,6c0007cd,202,868500000,9,125000,-128.512,-11.4809,3849.63
74171.4,6c000776,203,868500000,7,125000,-120.714,-3.68316,2388
74182.1,6c00076b,201,868300000,11,125000,-133.959,-16.9278,5373.83
74182.1,6c00076b,202,868300000,11,125000,-134.415,-17.3838,5526.02
74187.7,6c0007ed,202,868300000,7,125000,-120.545,-3.51454,2363.46
74219.2,6c000769,200,868100000,7,125000,-117.294,-0.262679,1936.7
74224,6c0007e4,203,868300000,9,125000,-129.454,-12.4231,4078.3
74241.7,6c0007b8,202,868100000,12,125000,-137.625,19.5291,6726.61
74273.2,6c000797,202,868500000,12,125000,-135.685,-18.6538,5972.95
74297.9,6c0007fb,201,868300000,12,125000,-135.023,-17.9918,5735.64
74310.2,6c000785,201,868100000,10,125000,-131.239,-14.2077,4549.26
74323.9,6c0007dd,203,868300000,7,125000,-123.865,-6.83384,2896.2
74352.8,6c0007f3,202,868500000,9,125000,-127.234,-10.2031,3559.88
74362.8,6c0007c4,200,868300000,7,125000,-123.009,-5.97858,2748.41
74363.4,6c0007f0,201,868500000,10,125000,-130.019,-12.9885,4221.97
74372.7,6c00074c,203,868100000,10,125000,-130.555,-13.5241,4362.74
74373.7,6c00078a,200,868500000,9,125000,-128.926,-11.895,3948.52
74399.4,6c00076e,200,868300000,7,125000,-98.3095,18.7214,605.575
74476.6,6c000755,200,868500000,11,125000,-133.47,-16.4395,5215.52
74484.4,6c0007a0,201,868100000,7,125000,-117.821,-0.789923,2000.26
74491.3,6c000777,202,868100000,12,125000,-136.903,-19.872,6435.57
74506.9,6c00076c,203,868300000,7,125000,-120.581,-3.55055,2368.68
74519.5,6c0007db,203,868100000,7,125000,-122.549,-5.51834,2672.03
74545.9,6c00078d,203,868300000,11,125000,-133.362,-16.3309,5180.94
74545.9,6c00078d,200,868300000,11,125000,-133.551,-16.5199,5241.25
74552.6,6c00075d,201,868500000,9,125000,-127.949,-10.9183,3719.26
74558.9,6c000764,201,868100000,9,125000,-127.099,-10.0682,3530.6
74587.6,6c0007c6,202,868100000,12,125000,-135.568,-18.5368,5930.3
74607.3,6c00075f,201,868300000,7,125000,-101.43,15.6012,733.081
74616.1,6c000770,201,868500000,8,125000,-124.44,-7.40915,3000.05
74617.8,6c000756,200,868500000,11,125000,-134.301,-17.2698,5487.57
74652.1,6c0007cc,201,868500000,7,125000,-117.05,-0.018933,1908.01
74661.6,6c000750,203,868100000,9,125000,-127.096,-10.0651,3529.93
74693,6c00074a,201,868500000,8,125000,-126.04,-9.00956,3308.97
74702.9,6c000748,203,868100000,7,125000,-121.324,-4.29337,2478.92
74712,6c000758,200,868300000,7,125000,-83.7435,33.2874,248.184
74719.2,6c000802,201,868300000,7,125000,-122.369,16.7393,2642.64
74720.9,6c00079a,203,868300000,12,125000,-135.014,-17.9832,5732.62
74728.2,6c000800,203,868100000,7,125000,-117.713,-0.68224,1987.11
74736,6c000788,202,868500000,10,125000,-131.495,-14.464,4621.25
74744.2,6c000757,203,868300000,10,125000,-131.91,-14.8788,4740.12
74749.9,6c0007d9,202,868300000,10,125000,-130.294,-13.2636,4293.7
74761.9,6c0007bc,203,868300000,7,125000,-114.688,2.34295,1651.07
74770.1,6c0007b6,203,868300000,7,125000,-123.634,-6.60336,2855.61
74787.1,6c00076a,202,868100000,8,125000,-124.917,-7.88565,3088.89
74808.1,6c0007d0,200,868300000,9,125000,-128.772,-11.7416,3911.59
74835.3,6c0007c8,202,868100000,7,125000,-100.328,16.7027,685.263
74847.3,6c0007bb,201,868100000,10,125000,-130.479,-13.4476,4342.37
74856,6c0007f1,203,868100000,9,125000,-128.572,-11.5415,3863.95
74874.1,6c000792,203,868100000,10,125000,-131.818,-14.7871,4713.57
74877,6c000804,202,868500000,7,125000,-120.066,-3.03503,2295.07
74885,6c000798,200,868300000,7,125000,-122.674,-5.6426,2692.44
74908.8,6c00074e,200,868300000,12,125000,-135.509,-18.4776,5908.86
74908.8,6c00074e,203,868300000,12,125000,-136.792,-19.7616,6392.2
74934,6c0007df,200,868500000,10,125000,-130.684,-13.6531,4397.36
74939.9,6c0007bd,202,868300000,9,125000,-128.504,-11.4727,3847.72
74948.3,6c00077e,203,868100000,7,125000,-123.145,-6.11422,2771.34
74994.9,6c0007ff,201,868500000,12,125000,-136.228,-19.1974,6175.13
75012.7,6c00076f,201,868100000,9,125000,-127.244,-10.2134,3562.14
75014,6c0007c1,200,868100000,7,125000,-112.561,4.46942,1449.47
75014,6c0007c1,203,868100000,7,125000,-119.904,-2.87357,2272.49
75022.7,6c0007ac,202,868100000,7,125000,-116.417,0.61352,1835.52
75044.1,6c0007a9,200,868100000,8,125000,-126.565,-9.53429,3417.03
75069,6c0007ea,201,868300000,9,125000,-128.452,-11.4211,3835.57
75128.7,6c000799,200,868300000,10,125000,-131.206,-14.1751,4540.2
75133,6c0007f6,201,868100000,11,125000,-134.489,-17.4577,5551.08
75158.9,6c0007c3,201,868500000,8,125000,-125.037,-8.00621,3111.78
75171.9,6c00080b,200,868300000,9,125000,-127.231,-10.1999,3559.18
75171.9,6c0007d8,201,868300000,7,125000,-123.967,-6.93593,2914.36
75185.8,6c0007e7,203,868300000,7,125000,-117.044,-0.0134695,1907.37
75185.8,6c0007e7,200,868300000,7,125000,-119.334,-2.30343,2194.51
75199.9,6c0007fd,201,868300000,7,125000,-118.27,-1.23871,2055.99
75208.5,6c000780,201,868300000,7,125000,-120.074,-3.04277,2296.16
75218.8,6c000803,203,868500000,7,125000,-121.984,-4.95358,2581.2
75225.6,6c0007c0,202,868300000,7,125000,-104.162,12.8687,866.61
75225.7,6c000809,203,868100000,9,125000,-129.309,-12.278,4042.22
75226.3,6c0007dc,200,868500000,8,125000,-126.157,-9.12615,3332.68
75264.9,6c000796,200,868500000,10,125000,-131.359,-14.3277,4582.83
75272.7,6c0007b7,201,868300000,8,125000,-125.683,-8.65203,3237.31
75285.5,6c000790,202,868300000,7,125000,-118.753,-1.72222,2117.78
75289.4,6c0007b3,201,868100000,9,125000,-127.655,-10.624,3652.84
75306.4,6c00078b,203,868500000,11,125000,-133.119,-16.0883,5104.54
75324.9,6c00079e,202,868300000,10,125000,-131.168,-14.137,4529.62
75327.4,6c0007aa,200,868500000,9,125000,-127.708,-10.6773,3664.78
75339.3,6c0007f8,201,868500000,7,125000,-118.815,-1.78434,2125.85
75347.4,6c000805,201,868100000,10,125000,-131.479,-14.4479,4616.67
75356.8,6c000779,200,868100000,7,125000,-119.602,-2.57154,2230.84
75397.6,6c0007d6,200,868100000,8,125000,-125.684,-8.65331,3237.56
75406.1,6c000766,201,868100000,9,125000,-127.578,-10.5469,3635.63
75432.3,6c00077f,202,868500000,9,125000,-129.148,-12.1172,4002.6
75487.3,6c00077b,200,868300000,11,125000,-133.402,-16.3715,5193.85
75497.8,6c00080c,201,868300000,9,125000,-127.312,-10.2813,3576.97
75506.5,6c0007ef,203,868300000,8,125000,-126.233,-9.2023,3348.26
75506.5,6c0007ef,201,868300000,8,125000,-126.58,-9.54938,3420.19
75537.5,6c0007bf,201,868300000,12,125000,-135.754,-18.7236,5998.52
75608.1,6c0007a1,202,868300000,7,125000,-117.031,-9.72909e-05,1905.81
75616.6,6c00080f,202,868100000,8,125000,-126.624,-9.59307,3429.35
75624.1,6c0007fa,203,868500000,12,125000,-135.292,-18.2612,5831.07
75653.5,6c0007c5,200,868100000,11,125000,-134.214,-17.1827,5458.37
75671.5,6c0007f9,200,868300000,7,125000,-110.473,6.55828,1275.42
75671.5,6c0007f9,203,868300000,7,125000,-121.421,-4.39002,2493.64
75674.9,6c0007e6,202,868100000,12,125000,-136.806,-19.7756,6397.7
75733.5,6c00075c,202,868500000,7,125000,-120.993,-3.96204,2429.13
75737.5,6c000782,200,868300000,12,125000,-135.654,-18.6231,5961.75
75742.4,6c0007ce,203,868100000,7,125000,-117.555,-0.524472,1968
75762.1,6c0007ba,202,868500000,9,125000,-128.362,-11.3307,3814.38
75817.9,6c00078e,200,868300000,7,125000,-93.5148,23.5161,451.492
75872.6,6c0007d4,203,868100000,7,125000,-121.706,-4.67506,2537.55
75889.3,6c000783,201,868500000,7,125000,-120.187,-3.15648,2312.2
75891.9,6c0007b2,202,868500000,11,125000,-133.826,-16.7948,5330.25
75920.8,6c0007ae,201,868300000,10,125000,-131.976,-14.9447,4759.3
75936.8,6c0007a2,203,868500000,7,125000,-111.356,30.1313,1346.3
75954.1,6c0007a6,201,868500000,10,125000,-130.543,-13.5119,4359.5
75960.3,6c0007b4,201,868500000,7,125000,-113.761,3.27038,1559.91
75967.7,6c000767,202,868100000,10,125000,-130.841,-13.81,4439.8
75970.5,6c0007cb,202,868100000,7,125000,-120.558,-3.52725,2365.3
75983.9,6c00076d,201,868300000,7,125000,-96.9262,20.1047,556.389
75989.3,6c0007f5,203,868500000,11,125000,-133.819,-16.7883,5328.14
76007.4,6c0007c7,202,868300000,7,125000,-123.122,-6.09126,2767.44
76046.1,6c00079b,202,868500000,9,125000,-128.844,-11.813,3928.75
76061.4,6c0007f4,201,868300000,8,125000,-126.546,-9.51491,3412.98
76129,6c000801,203,868500000,8,125000,-125.371,-8.34016,3176.07
76175.1,6c000765,202,868300000,7,125000,-115.314,1.71659,1715.63
76179.8,6c00074d,200,868500000,12,125000,-135.209,-18.1786,5801.63
76182.9,6c000771,202,868100000,9,125000,-128.59,-11.5593,3868.16
76186.9,6c000787,203,868300000,10,125000,-131.891,-14.8603,4734.74
76205.5,6c00077d,202,868100000,7,125000,-107.467,9.5638,1061.01
76213.3,6c0007d3,201,868500000,7,125000,-118.293,-1.26191,2058.92
76232.7,6c0007d5,202,868300000,8,125000,-125.639,-8.60835,3228.66
76239.1,6c000759,203,868300000,7,125000,-117.282,-0.251067,1935.33
76250.4,6c000791,200,868100000,7,125000,-116.386,0.645147,1831.97
76250.4,6c000791,203,868100000,7,125000,-123.122,-6.09146,2767.48
76252.7,6c0007b1,202,868300000,12,125000,-136.372,4.86883,6229.68
76252.7,6c0007b1,201,868300000,12,125000,-136.571,8.079,6306.19
76253.1,6c0007e3,202,868100000,11,125000,-133.928,-16.8973,5363.81
76253.1,6c0007e3,201,868100000,11,125000,-133.974,-16.9434,5378.99
76253.9,6c000806,202,868300000,12,125000,-136.731,4.15123,6368.08
76253.9,6c000806,201,868300000,12,125000,-140.14,0.941116,7846.68
